timestamp,location-long,location-lat,tag-local-identifier
2014-09-15 03:56:00,-90.1299245,20.7324163,30048
2014-10-31 03:57:00,-56.293942099999995,-10.452135499999999,30048
2014-11-15 03:59:00,-50.297340999999996,-10.011562300000001,30048
2014-11-30 03:59:00,-52.2324581,-8.848309500000001,30048
2014-12-30 03:58:00,-47.5364992,-4.4375995,30048
2015-01-14 03:59:00,-47.5361189,-4.4373877,30048
2015-01-29 03:59:00,-47.536119799999994,-4.437888,30048
2015-02-13 03:59:00,-47.5374105,-4.4385754,30048
2015-02-28 03:59:00,-47.536440899999995,-4.4374789,30048
2015-03-15 03:59:00,-47.536320399999994,-4.4375763,30048
2014-08-31 03:58:00,-94.7530944,45.8695781,30300
2014-12-15 03:56:00,-50.297465100000004,-10.01163,30300
2014-12-30 03:59:00,-49.6939976,-11.377723199999998,30300
2015-01-14 03:59:00,-49.6442919,-11.4630844,30300
2015-01-29 03:59:00,-50.7205771,-11.3560006,30300
2015-02-13 03:59:00,-50.22470429999999,-9.8429004,30300
2015-02-28 03:59:00,-50.2252425,-9.843322599999999,30300
2015-03-15 04:00:00,-50.225050700000004,-9.843295800000002,30300
2015-03-30 03:59:00,-50.2250967,-9.843491,30300
2015-04-14 03:59:00,-50.2254745,-9.8445045,30300
2014-08-31 03:57:00,-93.60860759999998,46.505630200000006,30054
2014-10-31 03:57:00,-63.2889655,-5.715540799999999,30054
2014-11-15 03:59:00,-62.4505914,-6.786349700000001,30054
2014-12-30 03:59:00,-59.957226500000004,-4.871720900000001,30054
2015-01-14 03:59:00,-60.5239225,-2.9738965,30054
2015-01-29 03:59:00,-61.4771308,-3.8949248999999995,30054
2015-02-13 03:59:00,-64.3219751,-3.6013902,30054
2015-02-28 03:59:00,-62.47913810000001,-5.038396400000001,30054
2014-08-15 03:58:00,-76.78213459999999,42.9920688,30275
2014-10-31 03:57:00,-60.2613101,-15.483080300000001,30275
2014-11-15 07:59:00,-60.267183700000004,-15.4853158,30275
2014-12-15 15:59:00,-60.098538299999994,-15.8984731,30275
2014-12-30 19:59:00,-60.9688546,-15.576986300000002,30275
2015-01-14 23:59:00,-60.21567710000001,-15.4739522,30275
2015-01-30 03:59:00,-57.5854086,-17.1825508,30275
2015-02-14 07:59:00,-57.589189100000006,-17.1811343,30275
2015-03-01 11:59:00,-57.7040429,-16.7233589,30275
2014-08-15 03:58:00,-76.78146219999999,42.992084999999996,30263
2014-10-31 03:57:00,-62.906475300000004,-7.8536288,30263
2014-11-15 07:59:00,-62.907241299999995,-7.8518231,30263
2014-12-15 15:59:00,-49.7386463,-9.4481186,30263
2014-12-30 19:59:00,-50.709644700000005,-9.572583400000001,30263
2015-01-14 23:59:00,-49.292112599999996,-8.3922647,30263
2015-01-30 03:59:00,-49.0813171,-5.413249700000001,30263
2015-02-14 07:59:00,-49.081245,-5.4132508,30263
2015-03-01 11:59:00,-50.192296999999996,-5.705042400000001,30263
